id_post,content,post_date,sentiment,share,source_division,title,total_comment,url,username,id_status
47,"[ LÀM VIỆC ONLINE ] Hiện nay FSoft đang tuyển dụng Fresher có thể tham gia đào tạo fulltime từ thứ 2 đến 6  YÊU CẦU NHO NHỎ: - Là sinh viên vừa tốt nghiệp, sắp tốt nghiệp khối ngành CNTT, ĐTVT có mong muốn làm việc tại FSOFT sau khi tốt nghiệp. - Nắm vững kiến thức cơ bản về một trong các công nghệ / ngôn ngữ lập trình: Java, C#/.NET, C/C++, Embedded, Front-end, Angular, ReactJS, NodeJS, Mobile, Automation/Manual Test… CÁC CHƯƠNG TRÌNH ĐÀO TẠO FRESHER:  Fresher Java: https://bit.ly/31Y02yJ   Fresher Android Talent: https://bit.ly/2R8nVS2   Fresher MS Power Platform: https://bit.ly/3mweauH   Fresher iOS: https://bit.ly/3lsOEpI  Fresher C#/.NET: https://bit.ly/3xnjMsV  Fresher NodeJS: https://bit.ly/3ylnBQQ   Fresher Frontend (Angular) :https://bit.ly/3s1T3zv   Fresher Frontend (ReactJS): https://bit.ly/3mqsiUg   Fresher Tester: https://bit.ly/3ux6kBH   Fresher Automation Test: https://bit.ly/3mZbR1e   Fresher Application Security: https://bit.ly/3itN7hg  Fresher Data Engineer: https://bit.ly/3ikFPw7   Junior Java: https://bit.ly/3A7dNKw   Junior .NET Developer: https://bit.ly/3rQ4GuQ   Fresher Embedded: https://bit.ly/3jdAUNP QUYỀN LỢI: - Được nhận học bổng đào tạo lên đến 250% học phí (tương đương trợ cấp đào tạo toàn khóa học lên đến 20.000.000VND/khóa) tùy theo mức độ đóng góp và kết quả đào tạo. - Được đào tạo thêm các kiến thức về các công nghệ mới như: Cloud (AWS/ Azure…), DevOps; Frontend (Angular/ ReactJS…); - Tham gia làm việc tại các dự án với mức thu nhập hấp dẫn tương xứng với kỹ năng và kinh nghiệm của bạn, trung bình từ 8.000.000 VNĐ - 15.000.000 VNĐ/tháng.  Gửi CV vào inbox của mình hoặc  email: hp190702@gmail.com Anh em nào quan tâm cmt để mình ib nha! #FPTSoftware #tuyendungfresher",11-9-2021 19:10,,6,1,[ LÀM VIỆC ONLINE ],59,https://www.facebook.com/groups/174764463261090/posts/1054888098582051/?__cft__[0]=AZXLOJDXSZFsFqAEOpJ0g3nS2En7xJh_2BE-KOh743kKv8qEvlUBA81kTFFlCrE9WGjEONeXfPLhuVNJ6RnP9XUNF_aiGr7c0mk40SArTBEdQkC0WtnsCMsB9J6bdn5ZBNu9OpEIUu5yxBH_szdJlrvJ&__tn__=%2CO%2CP-R,Hiếu Phan,2337
48,"LitCommerce cần tuyển 5 Fresher Python Developer fulltime - KHÔNG YC KINH NGHIỆM - ĐÀO TẠO TỪ ĐẦU Được đào tạo bài bản từ A-Z Có hỗ trợ 8.000.000-12.000.000đ/ tháng Chấp nhận sinh viên mới ra trường, chờ bằng, trái ngành Yêu cầu: tiếng Anh cơ bản, đã từng tìm hiểu về Python, có định hướng lập trình Web, app Địa chỉ làm việc: Tòa Lilama 10 - Tố Hữu - NTL - HN Gửi CV: hr@litcommerce.com",26-9-2022 15:02,,1,1,LitCommerce cần tuyển 5 Fresher Python Developer fulltime - KHÔNG YC KINH NGHIỆM - ĐÀO TẠO TỪ ĐẦU,11,https://www.facebook.com/groups/174764463261090/posts/1307626839974841/?__cft__[0]=AZW3_fswj3ncjjBY2ZebRAkBuvvl5rK-4FYrg7pK5xtItYK2WLbO1idpB2Q2yV2x4H7IGYCyht_1VmeGzLDa2banjiAc85ne1NXOmgveyIMBAmVGi-hzBuLZiHtKKdOevWE35QUwsIkaH7Je6sa29vGD&__tn__=%2CO%2CP-R,Diệp Nguyễn,2361
49,"SmartOSC tuyển dụng Golang/Python/PHP Fresher/Intern (trợ cấp lên đến 10 triệu) Quyền lợi: - Được đào tạo lý thuyết và on job training 1 - 3 tháng, trợ cấp up to 10 triệu/tháng - Được làm việc trong môi trường chuyên nghiệp, trẻ trung và năng động - Được tham gia vào các dự án lớn về thương mại điện tử, khách hàng quốc tế. - Có cơ hội trở thành nhân viên chính thức sau quá trình thực tập - Có cơ hội đi onsite tại Châu Âu, Úc, Singapore, Nhật Bản khi trở thành nhân viên Yêu cầu: - Sinh viên cuối hoặc đã tốt nghiệp ngành CNTT hoặc các ngành liên quan - Có thể tham dự đào tạo full-time - Tiếng Anh tốt hoặc có kết quả học tập tốt/ thành tích tốt sẽ có lợi thế đặc biệt Địa điểm làm việc: Hà Nội hoặc TP Hồ Chí Minh Các bạn quan tâm vui lòng inbox mình.",,,6,1,SmartOSC tuyển dụng Golang/Python/PHP Fresher/Intern (trợ cấp lên đến 10 triệu),36,https://www.facebook.com/groups/174764463261090/posts/1263008547770004/?__cft__[0]=AZUHwMIDccZaN_n1LEmsBM9jT-K1UdPXDB-ZUTYtTJ8RqmjNCNw75DAsnuYBiwRbqdhzxBa4OWbPLIHdYX8sBI3D-i36BlFlxarBqBf8noRacEv8RIRDf2Et94HZ4yool9Uv8OuTIHeCI7TBTcNEPBYV&__tn__=%2CO%2CP-R,Ngọc Hiền,2373
50,"[Hà Nội] TERACOM GLOBAL TUYỂN DỤNG Intern/Fresher Java Intern/Fresher BA Fresher FE Intern Tester Yêu cầu: Vừa tốt nghiệp hoặc đang chờ bằng Tốt nghiệp của các ngành, Trường thuộc lĩnh vực CNTT. Salary: Upto 10M Quyền lợi: Được đào tạo bài bản theo lộ trình chuẩn từ các a Leader Trải nghiệm môi trường làm việc thực sự, join dự án thực chiến Review lên lương ngay sau khi kết thúc thử việc Địa điểm làm việc: 252 Hoàng Quốc Việt, Hà Nội Contact với mình qua: Ping trực tiếp qua FB Whatsapp/Zalo: 0948186099 Gmail: ngocltb@hitexglobal.com",27-4-2022 13:05,,2,1,[Hà Nội] TERACOM GLOBAL TUYỂN DỤNG,34,https://www.facebook.com/groups/174764463261090/posts/1204223380315188/?__cft__[0]=AZVJBHiwNxIsjiconKx-Rq4Cw9jxLBEbIXAs2fmyPovcC-RpEoi_dfW2LkIufrZEMxzPb60xZTEqADqQPN0OguPM7LB-yNrh-u9LAmUlhy2xbqSI5WoLJEnnBcpiWaCKDS0TXQIAwpcgnY76Gc2z6xOq&__tn__=%2CO%2CP-R,Brena Le,2407
51,"[Hà Nội] TERACOM GLOBAL TUYỂN DỤNG Intern/Fresher Java Intern/Fresher BA Fresher FE Intern Tester Yêu cầu: Vừa tốt nghiệp hoặc đang chờ bằng Tốt nghiệp của các ngành, Trường thuộc lĩnh vực CNTT. Salary: Upto 10M Quyền lợi: Được đào tạo bài bản theo lộ trình chuẩn từ các a Leader Trải nghiệm môi trường làm việc thực sự, join dự án thực chiến Review lên lương ngay sau khi kết thúc thử việc Địa điểm làm việc: 252 Hoàng Quốc Việt, Hà Nội Contact với mình qua: Ping trực tiếp qua FB Whatsapp/Zalo: 0948186099 Gmail: ngocltb@hitexglobal.com",27-4-2022 13:05,,2,1,[Hà Nội] TERACOM GLOBAL TUYỂN DỤNG,34,https://www.facebook.com/groups/174764463261090/posts/1204223380315188/?__cft__[0]=AZVJBHiwNxIsjiconKx-Rq4Cw9jxLBEbIXAs2fmyPovcC-RpEoi_dfW2LkIufrZEMxzPb60xZTEqADqQPN0OguPM7LB-yNrh-u9LAmUlhy2xbqSI5WoLJEnnBcpiWaCKDS0TXQIAwpcgnY76Gc2z6xOq&__tn__=%2CO%2CP-R,Brena Le,2439
52," CMC GLOBAL -  FRESHER JAVA  Mô tả - Được đào tạo về công việc - Được trải nghiệm thực tế trong dự án - Sau khi đào tạo, có thể viết mã thiết kế tốt, có thể kiểm tra, hiệu quả  Quyền lợi - Gói: 14 tháng lương + Thưởng dự án (Nếu có) + Gói phụ: 16tr / năm - Môi trường làm việc trẻ trung, năng động. - Cơ hội tiếp cận các xu hướng công nghệ mới nhất - Được làm với domain đa dạng và thị trường ITO (khách hàng Hàn Quốc/EU-UK-US/Nhật Bản/Châu Mỹ/Australia)  Yêu cầu - Có kiến thức cơ bản về Java core - Hiểu về OOP",,,0,1, CMC GLOBAL -  FRESHER JAVA,46,https://www.facebook.com/groups/174764463261090/posts/1264244480979744/?__cft__[0]=AZW2GlX77gkD8fWfCoNeWW_NbYYTE-8IFk9BVhOE3k7-gCyTFolTI8noJDDWa-lD-MEkwi6XY5r81VqFHLFUfGW8EoZ9O1ywjmiGqDFbj0V8ZN8QAur-CX3OweakFb1cQEfjlIwYy1JaQe57JT-qJ0pF&__tn__=%2CO%2CP-R,Ng Manh,2471
53,"Viettel High Tech - HN | Recruiting Android/iOS intern/fresher Requirements: Currently a student in 3rd year, 4th year of Hanoi University of Technology, University of Technology, Institute of Telecommunications Technology, etc.  CPA from 2.8 and above  Have basic knowledge of OOP, swift,...  Have good qualities, knowledge, desire to learn   · Xem bản gốc",8-8-2022 11:53,,3,1,Viettel High Tech - HN | Recruiting Android/iOS intern/fresher,22,https://www.facebook.com/groups/174764463261090/posts/1274432243294301/?__cft__[0]=AZWKRBr1XSa0xBRDCq3PKb-ODYr4yPNJRox4qgGw9vqEz2DxGdIfC_Zf8dIAYrCId50TgbcRjpzTAxc5Ki0gN2uig6wtSN3HDJ_Ea-cBaN0JKmi0ZqiZ4o_l3QHbIDCftzF3qLajgjKMp-M_UiU6NA0V&__tn__=%2CO%2CP-R,Thu Hường,2514
54,"[HN] DD SOLUTION TUYỂN INTERN (PARTTIME & FULLTIME), FRESHER CÁC VỊ TRÍ SAU: Java Backend Developer NodeJS Backend Developer ReactJS Developer React Native Developer Mobile Flutter Developer Mobile KoitIn Developer Mobile Swift Chế độ Intern Part-time: Hỗ trợ 3-5M Intern Fulltime: Hỗ trợ 6-8M Fresher: 8-10M Làm việc T2 - T6 Liên hoan, du lịch, team bilding, sinh nhật, chế độ hiếu, hỷ,.... Thông tin công tin Công ty CP DD Solution Việt Nam Địa chỉ: Tầng 7 tòa nhà Mac Plaza, số 10 Trần Phú, Mộ Lao, hà Đông, HN Mail: recruiter@ddsolution.vn",20-7-2022 15:03,,2,1,"[HN] DD SOLUTION TUYỂN INTERN (PARTTIME & FULLTIME), FRESHER CÁC VỊ TRÍ SAU:",139,https://www.facebook.com/groups/174764463261090/posts/1262206341183558/?__cft__[0]=AZVnEDhZj7MsL8KZY47_Tumwy23FXbJ9Pdlv0dj-3OJPnsAvPD3GnXU2QAyh2GxH8zsJiCDvMIQPplb0eY64LvHcSHcxwTFHb8vUU71enEgmg-ZV94VLl0TgJIxknLFwA9o0pdGB5LgtgqrV5Jt-_I1D&__tn__=%2CO%2CP-R,Như Quỳnh,2534
55,"[ LÀM VIỆC ONLINE ] Hiện nay FSoft đang tuyển dụng Fresher có thể tham gia đào tạo fulltime từ thứ 2 đến 6  YÊU CẦU NHO NHỎ: - Là sinh viên vừa tốt nghiệp, sắp tốt nghiệp khối ngành CNTT, ĐTVT có mong muốn làm việc tại FSOFT sau khi tốt nghiệp. - Nắm vững kiến thức cơ bản về một trong các công nghệ / ngôn ngữ lập trình: Java, C#/.NET, C/C++, Embedded, Front-end, Angular, ReactJS, NodeJS, Mobile, Automation/Manual Test… CÁC CHƯƠNG TRÌNH ĐÀO TẠO FRESHER:  Fresher Java: https://bit.ly/31Y02yJ   Fresher Android Talent: https://bit.ly/2R8nVS2   Fresher MS Power Platform: https://bit.ly/3mweauH   Fresher iOS: https://bit.ly/3lsOEpI  Fresher C#/.NET: https://bit.ly/3xnjMsV  Fresher NodeJS: https://bit.ly/3ylnBQQ   Fresher Frontend (Angular) :https://bit.ly/3s1T3zv   Fresher Frontend (ReactJS): https://bit.ly/3mqsiUg   Fresher Tester: https://bit.ly/3ux6kBH   Fresher Automation Test: https://bit.ly/3mZbR1e   Fresher Application Security: https://bit.ly/3itN7hg  Fresher Data Engineer: https://bit.ly/3ikFPw7   Junior Java: https://bit.ly/3A7dNKw   Junior .NET Developer: https://bit.ly/3rQ4GuQ   Fresher Embedded: https://bit.ly/3jdAUNP QUYỀN LỢI: - Được nhận học bổng đào tạo lên đến 250% học phí (tương đương trợ cấp đào tạo toàn khóa học lên đến 20.000.000VND/khóa) tùy theo mức độ đóng góp và kết quả đào tạo. - Được đào tạo thêm các kiến thức về các công nghệ mới như: Cloud (AWS/ Azure…), DevOps; Frontend (Angular/ ReactJS…); - Tham gia làm việc tại các dự án với mức thu nhập hấp dẫn tương xứng với kỹ năng và kinh nghiệm của bạn, trung bình từ 8.000.000 VNĐ - 15.000.000 VNĐ/tháng.  Gửi CV vào inbox của mình hoặc  email: hp190702@gmail.com Anh em nào quan tâm cmt để mình ib nha! #FPTSoftware #tuyendungfresher",11-9-2021 19:10,,6,1,[ LÀM VIỆC ONLINE ],59,https://www.facebook.com/groups/174764463261090/posts/1054888098582051/?__cft__[0]=AZXLOJDXSZFsFqAEOpJ0g3nS2En7xJh_2BE-KOh743kKv8qEvlUBA81kTFFlCrE9WGjEONeXfPLhuVNJ6RnP9XUNF_aiGr7c0mk40SArTBEdQkC0WtnsCMsB9J6bdn5ZBNu9OpEIUu5yxBH_szdJlrvJ&__tn__=%2CO%2CP-R,Hiếu Phan,2664
56,"  CMC Global tìm 10 bạn Fresher Java, Frontend trái ngành, sv năm 4 ra trường, nắm chắc kiến thức cơ bản + biết fw là lợi thế, k cần thực tập kí fresher luôn, làm tại HN. Lương 8-15m, CV gửi mail: tvmanh1@cmcglobal.vn",22-7-2022 00:37,,2,1,,60,https://www.facebook.com/groups/174764463261090/posts/1263174754420050/?__cft__[0]=AZUfBR7M08cC5EDqzbSkAkIqd-tSq0zdQRc8JrCZg2oU460HsNrELJcPJBUZ5Q9WAaLn9XRiqg1D9KDU3D07xIS92GngEqeQNI1O21ifU7XnMUfAZmcZt0ABHWnLqX8yYYtQtXHSg65M65ySWsHrMQ9w&__tn__=%2CO%2CP-R,Trần Văn Mạnh,2688
